Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
2018,1/2/2018 7:49,102900,United States,81301,Microsoft SQL Server,22,"DB2, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,22,Not Asked,None,Not Asked,9,Bachelors (4 years),Yes,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,Data Scientist,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects",1
2018,1/2/2018 7:55,106000,United Kingdom,BS25 1SS,Microsoft SQL Server,22,Microsoft SQL Server,Full time employee,Data Scientist,No,2,Not Asked,None,Not Asked,100,Doctorate/PhD,Yes,"Yes, and they're currently valid",35,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,Architect,"Build scripts & automation tools, Manual tasks, Meetings & management, R&D, Training/teaching",1
2018,1/2/2018 7:56,80000,United States,15017,Microsoft SQL Server,5,"Oracle, MySQL/MariaDB, Microsoft Access",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,Not Asked,1,Not Asked,100,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",,1
2018,1/2/2018 8:05,66000,United States,57006,Microsoft SQL Server,17,"Oracle, SAP",Full time employee,Developer: T-SQL,No,10,Not Asked,4,Not Asked,30,Masters,No,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Female,"Developer: Business Intelligence (SSRS, PowerBI, etc)","On-call as part of a rotation, R&D",1
2018,1/2/2018 8:05,96000,United States,27101,Microsoft SQL Server,20,,Full time employee,Other,No,20,Not Asked,2,Not Asked,15,None (no degree completed),N/A,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Prefer not to say,"Developer: Business Intelligence (SSRS, PowerBI, etc)",,1
2018,1/2/2018 8:10,130000,United States,19044,Microsoft SQL Server,20,"Oracle, DB2, Sybase",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,15,Not Asked,1,Not Asked,150,Bachelors (4 years),Yes,"Yes, but they expired",45,1,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2018,1/2/2018 8:15,132000,United States,30548,Microsoft SQL Server,20,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, SQLite",Full time employee of a consulting/contracting company,Data Scientist,No,11,Not Asked,More than 5,Not Asked,15,Bachelors (4 years),Yes,"No, I never have",40,4,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Manual tasks, Meetings & management, Projects",1
2018,1/2/2018 8:16,116000,United States,76102,Microsoft SQL Server,20,Microsoft SQL Server,Full time employee,Developer: T-SQL,No,15,Not Asked,1,Not Asked,5,Associates (2 years),Yes,"Yes, but they expired",43,"None, or less than 1 day per week",Not Asked,Local government,No,"Stay with the same employer, same role",Male,Analyst,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, Training/teaching",1
2018,1/2/2018 8:19,198000,United States,32905,Microsoft SQL Server,20,"Microsoft SQL Server, MySQL/MariaDB, MongoDB, SQLite, Azure SQL DB",Full time employee,Manager,Yes,15,Not Asked,1,Not Asked,3,Bachelors (4 years),No,"No, I never have",55,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, R&D",1
2018,1/2/2018 8:25,50000,United States,49417,Microsoft SQL Server,5,Azure SQL DB,Full time employee,"Developer: App code (C#, JS, etc)",No,5,Not Asked,4,Not Asked,5,Bachelors (4 years),Yes,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D",1
2018,1/2/2018 8:28,108000,United States,4102,Microsoft SQL Server,19,,Full time employee,Engineer,No,2,Not Asked,3,Not Asked,5,Masters,No,"No, I never have",45,3,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,"Analyst, Architect, Developer: App code (C#, JS, etc)","Build scripts & automation tools, Projects, R&D",1
2018,1/2/2018 8:32,69000,United Kingdom,SG1,Microsoft SQL Server,10,,Full time employee,Developer: T-SQL,No,10,Not Asked,1,Not Asked,10,Associates (2 years),No,"Yes, and they're currently valid",37,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)","Manual tasks, Projects",1
2018,1/2/2018 8:34,77000,United Kingdom,LS11,Microsoft SQL Server,6,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Cassandra, Informix",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,Not Asked,1,Not Asked,20,None (no degree completed),N/A,"No, I never have",37,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","On-call as part of a rotation, Projects",1
2018,1/2/2018 8:58,96000,United States,37027,Microsoft SQL Server,16,"Oracle, DB2, Microsoft Access",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,3,Not Asked,None,Not Asked,3,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Non-profit,No,"Stay with the same employer, same role",Male,"Analyst, Data Scientist, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, Training/teaching",1
2018,1/2/2018 9:02,65000,United States,4330,Microsoft SQL Server,2,"Oracle, Microsoft Access, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,1,Not Asked,None,Not Asked,800,Bachelors (4 years),Yes,"No, I never have",45,2,Not Asked,State/province government,"Yes, but only passively (just curious)","Stay with the same employer, same role",Dragon,Manager,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching",1
2018,1/2/2018 9:05,72000,United States,72653,Microsoft SQL Server,15,"MySQL/MariaDB, Microsoft Access",Full time employee,Analyst,No,10,Not Asked,3,Not Asked,6,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Non-profit,"Yes, actively looking for something else",Change both employers and roles,Male,Engineer,"Build scripts & automation tools, On-call 24/7/365, Projects",1
2018,1/2/2018 9:11,154000,United States,45242,Microsoft SQL Server,10,PostgreSQL,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,10,Not Asked,1,Not Asked,2,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Analyst, Data Scientist, Developer: T-SQL","Meetings & management, Projects, R&D",1
2018,1/2/2018 9:13,100000,United States,98226,Microsoft SQL Server,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, SQLite",Full time employee,Analyst,No,4,Not Asked,None,Not Asked,30,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Local government,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,1/2/2018 9:13,100000,United States,47040,Microsoft SQL Server,19,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",Full time employee,Manager,Yes,17,Not Asked,None,Not Asked,3,Bachelors (4 years),Yes,"No, I never have",42,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management",1
2018,1/2/2018 9:14,61000,United States,32308,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle, Microsoft Access",Full time employee,Analyst,No,15,Not Asked,More than 5,Not Asked,3,Masters,No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,State/province government,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,Developer: T-SQL,"Build scripts & automation tools, Projects, R&D",1
2018,1/2/2018 9:25,50000,United States,82240,Microsoft SQL Server,10,"Oracle, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,Not Asked,None,Not Asked,3,Masters,Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)",No,"Stay with the same employer, same role",Male,"Analyst, Data Scientist, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching",1
2018,1/2/2018 9:29,130000,United States,30144,Microsoft SQL Server,7,Azure SQL DB,Full time employee,Architect,Yes,3,Not Asked,None,Not Asked,6,Bachelors (4 years),No,"Yes, but they expired",60,3,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Manager,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,1/2/2018 9:34,135000,United States,98033,Microsoft SQL Server,12,"Microsoft SQL Server, PostgreSQL, MongoDB, Redis, Amazon RDS (any flavor)",Full time employee,"Developer: App code (C#, JS, etc)",No,1,Not Asked,More than 5,Not Asked,5,Bachelors (4 years),No,"No, I never have",38,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,,,1
2018,1/2/2018 9:37,85000,United States,,Microsoft SQL Server,10,"MySQL/MariaDB, PostgreSQL, Microsoft Access",Full time employee,Analyst,No,2,Not Asked,4,Not Asked,200,Bachelors (4 years),Yes,"No, I never have",42,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects, R&D",1
2018,1/2/2018 9:43,58000,United States,29456,Microsoft SQL Server,14,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",Full time employee,Manager,Yes,11,Not Asked,None,Not Asked,10,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)","Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching",1
2018,1/2/2018 9:43,110000,United States,84108,Microsoft SQL Server,10,"Oracle, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,15,Not Asked,2,Not Asked,150,None (no degree completed),N/A,"No, I never have",40,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, On-call 24/7/365, R&D",1
2018,1/2/2018 9:44,95000,United States,34711,Microsoft SQL Server,15,"Oracle, MySQL/MariaDB, Microsoft Access",Full time employee,"Developer: App code (C#, JS, etc)",No,15,Not Asked,2,Not Asked,4,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same role, but change employers",Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL",Projects,1
2018,1/2/2018 9:52,50000,United Kingdom,,Microsoft SQL Server,12,"Oracle, MySQL/MariaDB, Microsoft Access",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,12,Not Asked,None,Not Asked,40,Associates (2 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Local government,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Projects, R&D",1
2018,1/2/2018 9:55,33000,El Salvador,,Microsoft SQL Server,8,"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,7,Not Asked,2,Not Asked,50,Masters,Yes,"Yes, but they expired",48,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2018,1/2/2018 9:56,80000,United States,53095,Microsoft SQL Server,5,Oracle,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,Not Asked,None,Not Asked,3,Bachelors (4 years),Yes,"No, I never have",40,1,Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Prefer not to say,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","On-call as part of a rotation, On-call 24/7/365",1
2018,1/2/2018 9:57,102000,United States,11234,Microsoft SQL Server,21,Oracle,Full time employee,Developer: T-SQL,No,21,Not Asked,1,Not Asked,3,Bachelors (4 years),No,"No, I never have",35,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Female,"Analyst, Developer: App code (C#, JS, etc)",Projects,1
2018,1/2/2018 10:15,76000,United States,59405,Microsoft SQL Server,5,"Oracle, PostgreSQL, Microsoft Access",Full time employee,Architect,No,2,Not Asked,None,Not Asked,75,Bachelors (4 years),No,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Non-profit,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Analyst, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Projects, R&D",1
2018,1/2/2018 10:16,101000,United States,98666,Microsoft SQL Server,18,Microsoft Access,Full time employee,Developer: T-SQL,No,11,Not Asked,2,Not Asked,12,Associates (2 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Local government,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc)","Build scripts & automation tools, Meetings & management, Projects, Training/teaching",1
2018,1/2/2018 10:22,130000,United States,98104,Microsoft SQL Server,19,"Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,15,Not Asked,2,Not Asked,360,Bachelors (4 years),Yes,"No, I never have",45,2,Not Asked,Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects",1
2018,1/2/2018 10:40,101900,United States,85635,Microsoft SQL Server,5,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,1,Not Asked,None,Not Asked,50,Bachelors (4 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Federal government,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, R&D, Training/teaching",1
2018,1/2/2018 10:57,99000,United States,93442,Microsoft SQL Server,17,,Full time employee,Other,No,15,Not Asked,None,Not Asked,5,Bachelors (4 years),No,"No, I never have",44,"None, or less than 1 day per week",Not Asked,Local government,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"Analyst, Data Scientist, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects",1
2018,1/2/2018 11:12,57000,Canada,S0KA0,Microsoft SQL Server,16,Microsoft Access,Full time employee,"Developer: App code (C#, JS, etc)",No,19,Not Asked,None,Not Asked,1,Associates (2 years),Yes,"No, I never have",40,5 or more,Not Asked,Private business,"Yes, actively looking for something else",Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,1/2/2018 11:12,130000,United States,60601,Microsoft SQL Server,15,"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,15,Not Asked,2,Not Asked,400,Bachelors (4 years),No,"No, I never have",50,5 or more,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2018,1/2/2018 11:16,105800,United States,23462,Microsoft SQL Server,12,,Full time employee,Developer: T-SQL,No,9,Not Asked,None,Not Asked,6,Associates (2 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)",Projects,1
2018,1/2/2018 11:25,85000,United States,,Oracle,6,"Microsoft SQL Server, Oracle, MySQL/MariaDB, SQLite",Full time employee,Architect,No,21,Not Asked,2,Not Asked,500,Bachelors (4 years),Yes,"No, I never have",42,"None, or less than 1 day per week",Not Asked,Local government,No,"Stay with the same employer, same role",Male,"Analyst, Data Scientist","Build scripts & automation tools, Projects",1
2018,1/2/2018 11:27,142000,United States,972,Microsoft SQL Server,19,Hyperion Essbase,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,10,Not Asked,None,Not Asked,4,Bachelors (4 years),No,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,1/2/2018 11:41,56000,Canada,N7T,Microsoft SQL Server,10,"Microsoft SQL Server, Azure SQL DB",Full time employee,Developer: T-SQL,No,10,Not Asked,1,Not Asked,7,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Prefer not to say,Female,"DBA (Development Focus - tunes queries, indexes, does deployments)",,1
2018,1/2/2018 11:52,87000,United States,97124,Microsoft SQL Server,6,"Microsoft Access, Azure SQL DB",Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,Not Asked,None,Not Asked,6,None (no degree completed),N/A,"Yes, but they expired",40,3,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Female,"Analyst, Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer","Projects, Training/teaching",1
2018,1/2/2018 11:53,93000,United States,75251,Microsoft SQL Server,4,Microsoft SQL Server,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,3,Not Asked,None,Not Asked,5,Masters,Yes,"Yes, and they're currently valid",40,1,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects, R&D",1
2018,1/2/2018 12:13,79280,United States,87502,Microsoft SQL Server,15,Microsoft Access,Full time employee,"Developer: App code (C#, JS, etc)",No,3,Not Asked,3,Not Asked,15,Bachelors (4 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,State/province government,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,,Projects,1
2018,1/2/2018 12:23,65000,Germany,,Microsoft SQL Server,4,"Microsoft SQL Server, Oracle, MySQL/MariaDB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,3,Not Asked,2,Not Asked,3,Masters,Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Developer: T-SQL, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,1/2/2018 12:25,115000,United States,30346,Microsoft SQL Server,10,"Oracle, MySQL/MariaDB, Microsoft Access",Full time employee,Developer: T-SQL,No,6,Not Asked,3,Not Asked,9,Masters,No,"No, I never have",40,2,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)","Manual tasks, Projects, R&D",1
2018,1/2/2018 12:27,175000,United States,94103,Microsoft SQL Server,22,"Microsoft SQL Server, PostgreSQL, MongoDB, Netezza",Full time employee,Architect,No,10,Not Asked,3,Not Asked,30,Associates (2 years),Yes,"Yes, but they expired",42,3,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Prefer not to say,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
2018,1/2/2018 12:31,69000,United States,55811,Microsoft SQL Server,13,Microsoft SQL Server,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,6,Not Asked,None,Not Asked,3,Associates (2 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: T-SQL","Manual tasks, On-call 24/7/365",1
2018,1/2/2018 12:44,79000,United States,80127,Microsoft SQL Server,6,"Microsoft SQL Server, Microsoft Access",Full time employee,Developer: T-SQL,No,2,Not Asked,None,Not Asked,4,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else",Change both employers and roles,Female,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D",1
2018,1/2/2018 12:47,85000,United States,63102,Microsoft SQL Server,12,"MySQL/MariaDB, Microsoft Access",Full time employee,Manager,Yes,2,Not Asked,None,Not Asked,10,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)","Yes, but only passively (just curious)",Change both employers and roles,Male,"Analyst, DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching",1
2018,1/2/2018 13:05,73000,United States,,Microsoft SQL Server,9,Microsoft Access,Full time employee,Developer: T-SQL,No,4,Not Asked,None,Not Asked,6,Associates (2 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)","Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects",1
2018,1/2/2018 13:06,110000,United States,23238,Microsoft SQL Server,18,MySQL/MariaDB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,18,Not Asked,4,Not Asked,100,Masters,No,"Yes, but they expired",40,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D",1
2018,1/2/2018 13:10,75000,United States,78643,Microsoft SQL Server,21,Microsoft SQL Server,Part time,Developer: T-SQL,No,5,Not Asked,None,Not Asked,3,Masters,Yes,"No, I never have",12,5 or more,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, On-call 24/7/365, R&D, Training/teaching",1
2018,1/2/2018 13:15,88000,United States,,Microsoft SQL Server,10,"PostgreSQL, Microsoft Access, Azure SQL DB",Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",No,1,Not Asked,4,Not Asked,100,Bachelors (4 years),Yes,"Yes, but they expired",35,5 or more,Not Asked,Non-profit,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Meetings & management, Projects, R&D, Training/teaching",1
2018,1/2/2018 13:16,140000,United States,80023,Microsoft SQL Server,15,Oracle,"Independent consultant, contractor, freelancer,  or company owner","DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,8,Not Asked,1,Not Asked,110,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects",1
2018,1/2/2018 13:18,137000,United States,89502,Microsoft SQL Server,14,"MongoDB, Redis, SQLite, Azure SQL DB",Full time employee,Architect,No,2,Not Asked,None,Not Asked,20,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
2018,1/2/2018 13:23,62400,United States,92503,Microsoft SQL Server,20,,Full time employee,Analyst,No,14,Not Asked,None,Not Asked,2,None (no degree completed),N/A,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","On-call 24/7/365, Projects",1
2018,1/2/2018 13:24,122000,United States,75024,Microsoft SQL Server,18,,Full time employee,Architect,No,1,Not Asked,5,Not Asked,5,Bachelors (4 years),No,"No, I never have",40,1,Not Asked,Private business,No,"Stay with the same employer, same role",Female,Developer: T-SQL,"Build scripts & automation tools, Meetings & management, Projects, Training/teaching",1
